gameDuration,championName,win,allInPings,baitPings,basicPings,commandPings,dangerPings,enemyMissingPings,enemyVisionPings,getBackPings,holdPings,needVisionPings,onMyWayPings,pushPings
00:24:02,Ezreal,false,0,0,0,5,0,0,0,0,0,0,5,0
00:22:32,Aphelios,false,0,0,0,6,0,1,1,0,0,0,1,0
00:22:37,Zeri,true,0,1,0,14,0,7,0,3,0,1,15,0
00:22:00,Jayce,false,1,5,0,2,0,1,0,0,0,0,15,0
00:25:44,Kaisa,false,0,0,0,11,0,1,2,4,1,0,16,0
00:20:31,Sivir,true,1,0,0,10,0,2,0,0,0,0,4,0
00:20:49,Lucian,true,2,0,0,12,0,0,0,1,0,0,3,0
00:27:58,Kaisa,true,1,0,0,12,0,3,1,0,0,0,15,0
00:31:46,Caitlyn,true,0,2,0,41,0,5,0,0,0,0,10,0
00:27:02,Samira,true,0,0,0,23,0,0,1,1,0,0,30,0
00:29:23,Draven,false,0,0,0,9,0,2,0,1,0,0,13,0
00:34:08,Aphelios,true,1,0,0,12,0,0,2,6,0,0,24,1
00:30:45,Gragas,true,0,0,0,6,0,6,0,3,0,0,11,0
00:27:47,Xayah,true,0,2,0,16,0,2,0,0,0,0,9,0
00:36:11,Lucian,true,1,0,0,16,0,2,0,2,0,0,12,0
00:25:30,Sion,false,0,0,0,15,0,2,3,1,0,0,10,0
00:34:53,Lucian,false,0,0,0,16,0,3,3,9,1,0,33,1
00:24:12,Sivir,true,0,0,0,12,0,3,0,3,0,1,14,0
00:27:55,Kalista,true,0,0,0,17,0,8,1,1,0,0,20,0
00:37:35,Gragas,true,1,0,0,35,0,8,1,8,0,0,22,0
00:16:14,Tristana,true,0,1,0,3,0,6,1,0,0,0,4,0
00:23:40,Sion,false,1,0,0,23,0,4,2,2,0,2,14,0
00:31:31,Tristana,false,1,0,0,8,0,3,0,3,0,0,15,0
00:30:49,Gragas,true,0,0,0,15,0,12,1,4,1,0,24,0
00:29:18,Caitlyn,false,0,0,0,25,0,4,0,1,0,0,17,0
00:24:51,Varus,false,0,1,0,16,0,6,0,3,0,0,15,0
00:26:38,Lucian,true,0,0,0,27,0,3,0,3,0,0,22,0
00:37:29,Ezreal,true,2,0,0,15,0,5,1,3,0,0,18,0
00:25:34,Sion,true,0,0,0,13,0,2,0,0,0,0,7,1
00:22:03,Nilah,true,0,0,0,9,0,3,0,1,0,0,5,0
00:20:14,Zeri,true,0,0,0,8,0,10,0,2,0,0,6,0
00:19:20,Karma,false,0,0,0,12,0,11,0,0,0,0,3,0
00:24:53,Kaisa,true,0,0,0,9,0,4,2,0,0,0,1,0
00:23:58,Tristana,true,0,0,0,31,0,5,0,0,0,0,12,0
00:35:26,Draven,true,1,0,0,14,0,9,1,10,2,0,20,0
00:38:39,Jhin,true,0,1,0,19,0,6,2,0,0,0,14,0
00:34:41,Draven,true,1,0,0,6,0,3,0,8,0,1,13,0
00:28:06,Sion,true,0,1,0,18,0,3,1,0,0,0,10,0
00:26:58,Caitlyn,false,0,0,0,22,0,4,7,0,0,0,6,0
00:31:13,LeeSin,true,0,0,0,15,0,6,2,0,1,0,38,0
00:19:55,Gragas,true,0,1,0,6,0,13,2,0,0,0,21,0
00:26:03,Yasuo,false,0,3,0,18,0,4,0,6,0,0,14,0
00:01:46,Yasuo,false,0,0,0,0,0,0,0,0,0,0,0,0
00:33:43,Varus,true,0,0,0,14,0,4,4,0,0,0,7,0
00:30:24,Jhin,true,1,0,0,31,0,4,3,5,1,0,42,0
00:22:29,Xayah,true,0,0,0,16,0,4,0,2,0,0,12,0
00:20:39,Jhin,true,1,0,0,17,0,4,0,0,0,0,4,0
00:20:33,Lucian,true,2,2,0,5,0,9,0,0,0,0,4,0
00:24:03,Jhin,false,1,0,0,15,0,5,7,0,0,0,8,0
